title,description,index
A Prairie Home Companion,"A Prairie Home Companion A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court Radio Like You've Never Seen It Before",1129
A Prairie Home Companion (2006),Comedy|Drama|Music,1130
A Prayer for the Dying (1987),Action|Crime|Drama,1131
A Price Above Rubies (1998),Drama|Romance,1132
A Princess for Christmas (2011),Comedy|Drama|Family,1133
A Private Function (1984),Comedy,1134
A Promise (2013),Drama|Romance,1135
A Prophet (2009),Crime|Drama,1136
A Pure Formality (1994),Crime|Drama|Thriller,1137
A Pyromaniac's Love Story (1995),Comedy|Romance,1138
A Question of Silence (1982),Drama,1139
A Quiet Passion (2016),Biography|Drama,1140
A Quiet Place to Kill (1970),Drama|Thriller,1141
A Rage in Harlem (1991),Comedy|Crime,1142
A Raisin in the Sun (1961),Drama,1143
A Raisin in the Sun (2008),Drama,1144
"A Reason to Live, a Reason to Die (1972)",Western,1145
A Reflection of Fear (1972),Crime|Drama|Horror,1146
A Report on the Party and the Guests (1966),Comedy|Drama,1147
A Resurrection (2013),Horror|Thriller,1148
A Return to Salem's Lot (1987),Comedy|Horror|Thriller,1149
A Reunion (2014),Comedy|Drama|Romance,1150
A Ring of Endless Light (2002),Drama|Family|Romance,1151
A River Called Titas (1973),Drama|Family,1152
A River Runs Through It (1992),Drama,1153
A Room for Romeo Brass,"A Room for Romeo Brass Two twelve-year-old boys, Romeo and Gavin, undergo an extraordinary test of character and friendship when Morell, a naive but eccentric and dangerous stranger, comes between them. Morell befriends with the two boys and later asks them to help him pursue Romeo's beautiful elder sister. He gradually becomes more violent after she rejects him. ",1154
A Room for Romeo Brass (1999),Comedy|Drama,1155
A Room in Town (1982),Drama|Musical,1156
A Room with a View,"A Room with a View When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans? ",1157
A Room with a View (1985),Drama|Romance,1158
A Royal Affair (2012),Biography|Drama|History,1159
A Royal Christmas (2014),Comedy|Family|Romance,1160
A Royal Night Out (2015),Comedy|Drama|Romance,1161
A Royal Scandal (1945),Comedy|Drama|History,1162
A Rumor of Angels (2000),Drama,1163
A Rumor of War,Biography|Drama|War,1164
